Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
Saimuna Accessories Industries,1042,Active,"Md. Shakiul Islam, Propritor","1319/1320, South Kattali, Pahartali, Chattogram","1319/1320, South Kattali, Pahartali, Chattogram","031-2516909, 01713106262, 01919311411",031-2516910,"saimuna.accind@yahoo.com, saimuna.accind@gmail.com",,"Printed Poly Bag, BOPP Bag, Hanger, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/677
Team Accessories Ltd.,1476,Active,"Wali Karim Daniel , Managing director","ABC Heritage (4th floor), 2+4 Jashimuddin Avenue, Sector # 3, Uttara C/A, Dhaka-1230","29, Kawran Bazar Lane, Kawran Bazar C/A, Tejgaon Dhaka-1215.","58956520, 58950953, 01819255348",8923034,daniel@team.com.bd,,Tag & Printed label,https://www.bgapmea.org/index.php/member/member_details/1032
Melvin Poly & Accessories Ltd.,1073,Active,"S.M Nabir Uddin, Manging Director","Kadamrasul, Shitakunda, Chattogram","Kadamrasul, Shitakunda, Chattogram","031-2510648, 01713-163278",,melvin@colbd.net,,"Printed Poly Bag, Printed Label, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Tissue Paper, Elastic/Non Elastic Band, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/433
Vision Packaging & Accessories Ind.,1561,Active,"Mr. Md. Tariqul Islam , Porprietor","Dag No. 2999, Mouza & Vill : Dhour, Nishat Nagar, Turag, Dhaka – 1230","Dag No. 2999, Mouza & Vill : Dhour, Nishat Nagar, Turag, Dhaka – 1230",01866990600,,vision_carton14@yahoo.com,www.vcl-bd.com,"Carton, Back Board, Photo card, Paoer Band, Gum Tape, Printed Poly Bag",https://www.bgapmea.org/index.php/member/member_details/1192
Zaee Trims,1880,Active,"Md. Shamim Ahsan, Proprietor","Haque Chamber, Level-07 D, 89/2, West Panthapath, Dhaka-1205","Dohargaon, P.O.-Balipara, P.S.-Rupgonj, Narayanganj",01713002282,,"zaeetrims@gmail.com, sumon@zaeetrims.com",,"Plain Elastic, Adjustable Elastic, Picot Elastic Lace, Niddle Loom Elastic, Twill Tape, Rib Tape, Drawstring",https://www.bgapmea.org/index.php/member/member_details/1517
New A. R. Printing & Packaging Ltd.,1261,Active,"Mohammed Alamgir Hossain, Managing Director","House # 6, Ward # 2, Block # C, Dhour Main Road, Kamarpara, Turag, Dhaka","House # 6, Ward # 2, Block # C, Dhour Main Road, Kamarpara, Turag, Dhaka","8981706, 01718481525, 01911746404",,arpp_ind@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/1342
Vigor Roar Industries Ltd.,1447,Active,"Syed Shihab Uddin , Director","155, Euro Tower, Ranavola Avenue (2nd Floor), Road-18,Sector-10 Uttara, Dhaka","Dag # 320 & 151, Baroipara, Ashulia, Dhaka.","8981202-4, 01737723911",,info@vigorroar.com rishadetce@gmail.com,industries.vigorroar.com,"Label, Elastic, P.P Poly Bag, Button, Zipper.",https://www.bgapmea.org/index.php/member/member_details/1084
Trims Hut Bangladesh,1847,Active,"Mr. Md. Samsuzzaman, Proprietor","House # 8, Ground Floor, Road # 14, Sector-14, Uttara, Dhaka-1230","Plot # 02, Road # 02, Block-E, Bamnartek, Turag, Dhaka-1230","+88 02 8931634, Cell: 01790492690",,"trimshutbd@gmail.com, zaman@trimshutbd.com",www.trimshutbd.com,"Drawstring, Twill Tape, Elastic, Printed Label, Heat Transfer, Leather & Rubber Patch.",https://www.bgapmea.org/index.php/member/member_details/1485
Trimco Solution (Bangladesh) Ltd.,2063,Active,"Md. Habibur Rahman, Managing Director","Pearl Trade Center, 9F, Cha 90/3, Pragoti Soroni, Dhaka-1212","Shirirchala, Bhaanipur, Gazipur Sadar, Gazipur",01722555020,,habibur.rahman@trimco-group.com,,"Hang Tag, Price Tag, Tag, Ticket, RFID Barcode Label, RFID Tag, RFID Inlay, Proximity Cards & Tag, Care Label, Printed Label",https://www.bgapmea.org/index.php/member/member_details/1686
Joy Accessories Ltd.,1830,Active,"Mohammad Sakibul Islam Joy, Chairman","Flat # C-4, House # 49, Road # 27, Section-7, Uttara, Dhaka-1230","8/2, Rahapara, Ward-31, Gazipur City Corporation, Gazipur-1700","01729546040, 01795805822",,"omtajul11@gmail.com, i.jsakib7@gmail.com, joyaccessoriesltd@gmail.com",,"Elastic, Drowstring, Twill Tape etc.",https://www.bgapmea.org/index.php/member/member_details/1472
Fashion Trims Industries,2078,Active,"Md. Shomir Uddin, Partner","72, Nadda Para, Taltola, Dokkhin Khan, Uttara, Dhaka-1230","72, Nadda Para, Taltola, Dokkhin Khan, Uttara, Dhaka-1230",01704862651,,fashiontrims05@gmail.com,,"Jacquard Elastic, Twill Tape, Drawstring",https://www.bgapmea.org/index.php/member/member_details/1699
Fast Value Global (BD) Ltd.,1656,Active,"Imtiaz Hossain, Country General Manager","Diakhali, Jamgara, Zirabo Yearpur, Ashulia, Savar, Dhaka-1341.","Diakhali, Jamgara, Zirabo Yearpur, Ashulia, Savar, Dhaka-1341","01919340282, 01707340282",,imtiaz.hossain@fvg.co.jp,www.fvg.cojp,"Fabric Printed Label, RFID (hang Tag)",https://www.bgapmea.org/index.php/member/member_details/1247
Anik Trims Ltd.,1074,Active,"S.M. Malek, Managing Director","House # 04, Road # 08, Sector # 03, Uttara, Dhaka-1230","Golora Charkhanda, Jagir, Manikgonj","1733-040773, 01973040773",,"malek@anikgroupbd.com, ani_malek98@yahoo.com",,"Corrugated Carton, Back Board, Neck Board, Photocard, Paraphine, Colar Stand, Butterfly, Barcode Label, Hangtag, Interlining, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/57
Everlast Trims & Accessories Ltd.,1986,Active,"Shaheen Mahmud, Chairman","House # 02, Road # 113/A, Gulshan-02, Dhaka-1212","Amtoli, Habirbari, Seed Store Bazar, Valuka, Mymensingh","9606500632, Cell: 01730076172",,everlast.ta@cottongroup.com.bd,www.cottongroup.com.bd,"Sewing Thread, Printing Label, Elastic, Twill/Neck Tape, Drawstring, Draw Cord, Back Board",https://www.bgapmea.org/index.php/member/member_details/1623
Fakir Associates Printing & Packaging Ind. Ltd.,103,Active,"Jashim Uddin Ahamed, Director","Wasbill Tower, Sumil Para, Adamjee Nagar Siddirgonj, Narayanganj","20/6, Noagao, Rupashi, Tarabo, Rupgonj, Narayangonj","01929605999, 01674801701",,fakir.5r@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/230
Gorai International Ltd.,910,Active,"Md. Mukul Hossain, Director","Block-F, Road # 04, House # 218 (1st Floor), Bashundhara, Dhaka","Purabari, Gazipur Sadar, Gazipur","55036423, 01917364546",,gorai3645@gmail.com,,"Printed Poly Bag, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag, Tissue Paper, Collar Insert, Butterfly.",https://www.bgapmea.org/index.php/member/member_details/267
Kamana Daeyoung Textile Ltd.,1002,Active,"Himangshu Kumar Saha, Managing Director","Plot No# B-382-384, BSCIC Hosiery I/Estate, Panchabati, Narayanganj","Plot No# B-382-384, BSCIC Hosiery I/Estate, Panchabati, Narayanganj",7670563,7633865,kdtlbd@gmail.com,,"Jacquard Elastic, Ribbon Elastic Band, Twill Tape.",https://www.bgapmea.org/index.php/member/member_details/359
Satata Packaging Industries Ltd.,1279,Active,"Md. Humayan Kabir Mamun , Managing Director","08, Monipuripara, Tejgaon, Dhaka","Road # 04, Dag # 24353, Fozir Batan, Uttar Khan, Uttara, Dhaka",01790 231654,9813869,satatapackaging6@gmail.com,,"Carton, Master Carton, Inner Carton, Back Board, Neck Board",https://www.bgapmea.org/index.php/member/member_details/915
Uniglory Packaging Industries Ltd.,1232,Active,"Md. Manirul Islam Bharosha, Director","Suite # 603, Level-6, Shanta Western Tower, 186 Bir Uttam Mir Shawkat Ali Sarak, Tejgaon I/A, Dhaka-1208.","Gorai, Momin Nagor, Mirzapur, Tangail, Bangladesh.",Tel (Office) : 8878027-29,,"info@uniglory-bd.com, Sohel.bharosha@uniglory-bd.com",www.uniglory-bd.com,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/1362
QNS Industries Limited,368,Active,"S.M.Shahidullah Chowdhury, Managing Director","Holding No- New 3976, Plot# Green Belt-01 CDA Mohora (Naxus) C/A, Outer Signal, Changaon, Chattagram","Holding No- New 3976, Plot# Green Belt-01 CDA Mohora (Naxus) C/A, Outer Signal, Changaon, Chattagram","031-636602, 616413",031-616987,qns@colbd.com,,"Printed Poly Bag, Drawstring, Elastic &Non Elastic Tape, Lace etc.",https://www.bgapmea.org/index.php/member/member_details/597
Easy Tech Accessories,1510,Active,"Zillur Rahman , Proprietor","153, Arambagh (1 st Floor), Motijheel, Dhaka-1000","1993-3874, Zia Sarani Road, Rasul Bagh, Donia, Kadamtili, Dhaka.","02-7191263 Cell : 01711134184, 01977134184",02-7191263,"easy_techbd@yahoo.com, easytechzillu@gmail.com",www.easytechaccessories.com,All Kind of Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1145
Itex Accessories Industries,1792,Active,"Mr. Md. Hemayet, Partner","68(X), Sagorika Road, Pahartali, Chattogram","68(X), Sagorika Road, Pahartali, Chattogram","01982240130,01623089097, 01726038098",,itexaccessoriesind@gmail.com,,"Elastic Lace, Drawstring, Draw Cord, Sewing Thread, Twill Tape",https://www.bgapmea.org/index.php/member/member_details/1430
Seo Kwang Button Co. Ltd.,1134,Active,"Mr. Md. Nasir Hossain Munshi, Managing Director","House # 22, Shakhari Nagar lane, Faridabad, Gandaria, Dhaka","Vill: Porabari, P.O.: Ipsa, Gazipur Sadar, Dist. Gazipur",01741516178,,,,Buttons,https://www.bgapmea.org/index.php/member/member_details/698
Muslin Fashions Ltd.,1332,Active,"Mohammad Shohel, Director","Holding # 08/848/1, Road # 06, Ward # 08, Block # H, Zirabo, Ashulia, Savar, Dhaka","Holding # 08/848/1, Road # 06, Ward # 08, Block # H, Zirabo, Ashulia, Savar, Dhaka",01911939679,,"mysha.pack@yahoo.com, info@muslin.biz",www.muslin.biz,"Printed Poly Bag, Elastic Band, Label, Tag, Tissue, Board.",https://www.bgapmea.org/index.php/member/member_details/967
Khan Garments Accessories,1348,Active,"Mr. Kamruzzaman Khan , Proprietor","78/3A, R.K Mission Road, Gopibagh Dhaka-1203","322, Borabo, Tarabo, Rupgonj, Narayanganj",01733564254,,mdkamruzzaman.khan@gmail.com,,"Thread Koning, Twill Tape, label, Elastic/Non Elastic, Inter Lining.",https://www.bgapmea.org/index.php/member/member_details/952
Jui Fair International,1607,Active,"Md. Maksuduzzaman, Managing Partner","16, Naya Paltan, Mashgid Lane, 3rd Floor, Dhaka","Godabag, Keranigonj, Dhaka",9334098,,mzzaman.rajib15@gmail.com,,"Corrogated Carton, Back Board, Elastic, Gum Tape, Poly Bag, Label,Collar Insert",https://www.bgapmea.org/index.php/member/member_details/1238
Dreamy Tex,2097,Active,"Md. Tahid Hassan, Proprietor","2638, Khan Plaza, Kazi Bari Mor, Gawair, Dakshin Khan, Dhaka-1230","2638, Khan Plaza, Kazi Bari Mor, Gawair, Dakshin Khan, Dhaka-1230",01611498277,,dreamytex@gmail.com,,"Sequin Embroidery, Aree Embroidery, Hot Fix Sticker Attached, Digital Photo Print (DFT), Auto Revit Pearl, Laser Cutting, Hot Fix Sticker Makes",https://www.bgapmea.org/index.php/member/member_details/1714
Poly Mart Limited,677,Active,"Mr. Gopal Chandra Nath, Managing Director","845, Ahmedia Sunnia Madrasha Road, Bibir Hat, Chattogram","845, Ahmedia Sunnia Madrasha Road, Bibir Hat, Chattogram","031-681938, 2580274",031-681938,polyzonebd@yahoo.com,,"Poly Bag, BOPP Bag, Hanger, Drawstring/Drawcord, Back Board, Nck Board, Hang Tag, Price Tag, Photo Card, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/568
Rider Thread & Accessories Industries Ltd.,935,Active,"Md. Nur Islam, Managing Director","RS # 1182, Wabderpul, Kutubpur, PS: Fatullah, Dist. : Narayanganj.","RS # 1182, Wabderpul, Kutubpur, PS: Fatullah, Dist. : Narayanganj.","01686483334, 01912434284",,riderthread.nur@gmail.com,,100% Spun Polyester Sewing Thread.,https://www.bgapmea.org/index.php/member/member_details/639
Tasihian Limited,1252,Active,"Mohammed Omar Faruque, Managing Director","106/Ka, Naya Paltan, Box Calvert Road, Cosmic Tower (8th fl), Room # 8D, Motijheel C/A, Dhaka","Plot # 31, Road # 8, Block-C, Dhour, Nishatnagar, Turag, Dhaka-1230","9577213, 6343498, Mobile: 01977201010",,tasihian@gmail.com,,"Back Board, Photo Card, Poly Bag, Hanger, PVC Box, Tape, Printed Label, Gum Tape etc..",https://www.bgapmea.org/index.php/member/member_details/890
Micro Colour Printers,1741,Active,"Md. Naeem Haider, Proprietor","Dhaladia, Bhawal Rajabari, Sreepur, Gazipur","Dhaladia, Bhawal Rajabari, Sreepur, Gazipur","+88 01401 133011, 01708800111",,"info.mcp2019@gmail.com, sales.mcp2019@gmail.com",,"Mosquito Coil Box, Shoe Box, Powder Milk Box,",https://www.bgapmea.org/index.php/member/member_details/1381
Maxim Label & Packaging (BD) Pvt. Ltd.,1030,Active,"Chai Swo Chung, Managing Director","Mollik Tower (12th Floor), 13-14 Zoo Road, Mirpur-1, Dhaka-1216","House # 05/343, Ward # 05, Block-A, Bangabandhu Road, Ashulia, Dhaka",0173-8301116,,farzana.doulah@maxim-group.com,www.maxim-group.com,"Label, Tag.",https://www.bgapmea.org/index.php/member/member_details/428
KDS Accessories Ltd. (Unit-2),828,Active,"Salim Rahman, Managing Director","Road # 4, House # 63, Block-C Banani, Dhaka-1213","6, West Dogory, Mirjapur Bazar, Gazipur Sadar, Gazipur.","9821665, 9821667",9821682,"accessories@kdsgroup.net, shameem.iqbal@kdsgroup.net",www.kdsaccessories.com,"Corrugated Carton Boxs, Poly Bags, Hangers, Sewing Thread, Labels & Tags, Button, Heat Transfers, Trims solutions",https://www.bgapmea.org/index.php/member/member_details/364
Zaman Accessories Ltd.,1962,Active,"Md. Kamruzzaman Khan, Managing Director","78/3/A, R K Mission Road, Wari, Sutrapur, Dhaka","13/1, Mograkul, Tarabo, Rupgonj, Narayanganj",01926184430,,mdkamruzzaman.khan@gmail.com,,"Twill Tape, Non-Elastic Tape, Elastic, Back Board/Neck Board, Hang Tag, Size Tag, Gum Tape, Herringbone Tape",https://www.bgapmea.org/index.php/member/member_details/1600
Raj Button & Packaging Industries,2005,Active,"Md. Mahboob Kamal Shamsi, Proprietor","222/11, 1st floor, Road # 19, West Dhanmondi, Dhaka-1209","Chunar Char, Bhakurta, Savar, Dhaka",01715593937,,activeaccessoriesindustries@gmail.com,,"Button, Artificial Leather Belt, Twill Tape, Zipper, Interlining, Buckles, Submition papers",https://www.bgapmea.org/index.php/member/member_details/1638
SAG Fashion Limited,2027,Active,"Nisar Ahmed, Managing Director","167/5, West Mudafa, Tongi, Gazipur-1711","167/5, West Mudafa, Tongi, Gazipur-1711",01713388766,,"nisar@sagfashion.com, office@sagfashion.com",www.sagfashion.com,Garments & Others,https://www.bgapmea.org/index.php/member/member_details/1654
Dimension Packaging Ltd.,1340,Active,"Md. Omar Faruq, Managing Director","House No. 02, Road No. 17, Sector # 07, Uttara, Dhaka-1230","1620, Sutrapur, Kaliakoir, Gazipur","01711533993, 01973537466",,"dpl_2014@yahoo.com, customerservice@dimension-bd.com, faruk@dimension-bd.com",,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/975
J. P. Accessories Ltd.,538,Active,"Mahabubur Rahman, Managing Director","75, Malitola Road (2nd fl), Bangshal, Dhaka-1100","90, Noraibag, Mirpara, Amulia, Demra, Dhaka","9580482, 9583273, 9583401,",8953812,jpaccessoriesltd@gmail.com,,"Sewing Thread, Collar Insert, Butter, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/323
Purbasha Trims & Prints Ltd.,1854,Active,"Md. Ali Hossain, Managing Director","House # 68, Lake Drive Road, Sector # 07, Uttara, Dhaka-1230","Ward # 4, Jamirdia, Hobirbari, Valuka, Mymensingh","+88 02 8950152, 01713271953, 01773618224, 01714028613",,purbashagroup@gmail.com,,"Carton Box, Poly bag, Gum Tape, Size Label, Care Label",https://www.bgapmea.org/index.php/member/member_details/1491
Wintag Enterprise,1930,Active,"Md. Faizul Islam (Yeasin), Proprietor","596/2, Jhauchar (Jawlahati), Kamrangirchor, Dhka-1211","Moricha, Chitacout Union, P.S-Sirajdikhan, DIst. Munshigonj",01711782215,,isratprinting@gmail.com,,"Hang Tag, Price Tag, Waste Tag, Photo Card, Printed Barcode, Paper Band, Art Card, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/1570
Shanima Poly & Packaging Ind. Ltd.,1211,Active,"Md. Shahab Uddin, Managing Director","3452/A, Golden Beach Road, Chorpara, South Potenga, Chattogram","Golden Beach Road, Chorpara, South Potenga, Chattogram","031-2502349, 2501820, Mobile: 01818101731",031-2502349,"shanimapoly@yahoo.com, shanimapoly@gmail.com",,"Printed Poly Bag, Back Board, Neck Board, Tissue Paper, Drawstring",https://www.bgapmea.org/index.php/member/member_details/711
Barnamela Printing Packaging & Accessories Industries,1461,Active,"Syed Mohammed Jahangir Alam , Proprietor","25 Nazi Ahmed Chy Road, Anderkilla, Chattogram.","Dail Para, Chari Halda Road, South Patenga, Chattogram.",01705187904,,barnamela@yahoo.com,,"Carton Box, Back Board, Neck Board, Hang Tag, Price tag, Printing Label, Elastic, BOPP, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/1098
MAK Packaging & Accessories Ltd.,1291,Active,"A.T.M Kamruzzaman, Proprietor","23, Ranavola Avenue, Sector-10, Road # 13, Uttara Model Town, Uttara, Dhaka","Borabo, Sakashwar, Kaliakoir, Gazipur","01715016450, 01975016450",,makcorp_23@yahoo.com,,"Gum tape, Both side Tape, twil tape, Elastic, Hang tag, label",https://www.bgapmea.org/index.php/member/member_details/926
Orchid Packaging & Accessories Ltd.,939,Active,"Sudir Chowdhury, Managing Director","Bangabandhu Bhaban (3rd Floor) 8, Momin Road C/A, Cheragipahar Moor, Chattogram","5370-5371, South Kattali, Pahartali, Chattogram",031-2859443,031-2859442,"sumon_chowdhury93@yahoo.com, orchidpackaging@gmail.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/518
Begh Plastic & Polymer Industries,837,Active,"Mr. Delwar Hossain, Begh Proprietor","215, Shahid Sayed Nazrul Islam Sarani Pritom Bhaban, Dhaka.","Plot #09, Shampur-Kadamtali Industrial Area, Dhaka.",9559010,9558831,"beghgroup@yahoo.com, info@begh.net",,"Printed Poly Bag, Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/99
R.S.S. Thread & Accessories Ltd.,1299,Active,"Md. Abdun Noor, Chairman","112/1, Eid Gah Road, Pagar, Tongi, Gazipur.","112/1, Eid Gah Road, Pagar, Tongi, Gazipur.","9814346, 9814347, 01819274567",,rssdhk@gmail.com,,"Label, Hand Tag, Price Label, Offset Printing & Paper Printing, Elastic.",https://www.bgapmea.org/index.php/member/member_details/935
NL7 Label Private Limited,2010,Active,"Qin Lei, Managing Director","1/3, Molla Bari Road, Awchapara, Tongi, Gazipur","1/3, Molla Bari Road, Awchapara, Tongi, Gazipur",01711533662,,jashim.ju@gmail.com,,"Hang Tag, Sticker, Care Label, RFID",https://www.bgapmea.org/index.php/member/member_details/1641
MMS'R Trims,1946,Active,"Abdus Salam, Proprietor","Gokepar, Brahmankitta-1310, Karanigonj Model, Dhaka-1310","Gokepar, Brahmankitta-1310, Karanigonj Model, Dhaka-1310",01610661665,,salam@nmbd.net,,"PU Leather Patch, Back Board, Neck Board, Coller Insert, Butterfly etc.",https://www.bgapmea.org/index.php/member/member_details/1575
Baly Integrated Solutions Ltd.,1214,Active,"Md. Moniruzzaman, Chairman","A. H. Tower (11th floor), Plot # 56, Road # 02 Sector-3, Uttara, Dhaka-1230","Raj Fulbaria, Savar, Dhaka","8931846-7, 8932697-8, 01711529064, 01936005623","8932964, 8922832","balybd@bangla.net, balybd1@balybd.com",,"Plastic Hanger, Printed size ring, Thread Cones, Printed poly bags, Zip lock bags, Corrugated Cartons, Gum Tapes, Pet Preforms, Pet Bottles, PP Caps, Automative Battery Casing.",https://www.bgapmea.org/index.php/member/member_details/92
Amin Brothers Acc.Ltd.,1079,Active,"Mr. Md. Ruhul Amin Bhuiyan, Managing Director","61, Motijheel C/A, Red Cresent Bhaban (Level-5) , Dhaka-1000","Mouchak, Kaliakoir, Gazipur",9567142,9566910,n_amin07@yahoo.com,,"Carton, Poly Bag, Elastic, Drawstring, Tread Conning, PVC Tape, Gum Tape, Label Printing, Fabrics printing.",https://www.bgapmea.org/index.php/member/member_details/54
UK Labels Limited,849,Active,"ASM Ruhul Quddus, Managing Director","House # 382 (4th fl.), Road # 6, Baridhara DOHS, Dhaka","Khazur Bagan, Baro Ashulia, Savar, Dhaka","8413590, 01819243590",8411100,"uklabels@agni.com, ruhulquddus@uklabelsltd.com",,Woven Label.,https://www.bgapmea.org/index.php/member/member_details/819
MIP (BD) Limited.,1967,Active,"Mohammed Ilias, Managing Director","Mahmudabad, Ward No. 01, South Pahartali, Hathazari, Chattogram","Mahmudabad, Ward No. 01, South Pahartali, Hathazari, Chattogram",01973720402,,commercialliberty@gmail.com,,"Plastic Hanger, Plastic Poly Bag",https://www.bgapmea.org/index.php/member/member_details/1605
S. D. Packaging & Accessories Ltd.,165,Active,"Shahnaz Bilkis, Managing Director","16, Kolomasware, Board Bazar, Joydevpur, Gazipur","16, Kolomasware, Board Bazar, Joydevpur, Gazipur","9291414, 01918203426",,sdpal@hotmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/666
Gemmy Ltd.,1407,Active,"Wong Jamie Kwok Chan , Managing Director","85-88, Extension Area, DEPZ, Savar, Dhaka.","Ahad Nagar, Baipayl, Kaichbari Road, Ashulia, Savar, Dhaka.","Tel: 02-7790219-21 Cell : 01713083604, 01730728658, 01711107573",7790216,"Shihab@qstmill.com jamiel@qstmills.com, peter@qstmills.com",,"Rhinestone, Copper Head, Acrylic resin crystal, press Paper, Paper Board, Dpoub;e Side Tape, Motif Fixing Paper, Polyester fabric, Inks, Interleaving Paper, Digital Printing Paper.",https://www.bgapmea.org/index.php/member/member_details/1047
Banladesh Poly Printing International Ltd.,1100,Active,"Mr. Mohd. Amzad Hossain, Deputy Managing Director","Khulna-Mongla Road, Katakhali, Shambagath, Post-Lockpur, P.S.-Fakirhat, Bagerhat","Khulna-Mongla Road, Katakhali Shambagath, Lockpur, Fakirhat, Bagerhat",04663-56016-19 Mob: 01711337671 (CFO & ED),04663-56012,"kppl_07@yahoo.com, bppil.khulna@gmail.com",,"Master Carton, Inner Carton, NC & IC, Poly Bag, Color Poly.",https://www.bgapmea.org/index.php/member/member_details/95
Jamuna Elastic & Accessories Ltd.,971,Active,"Md. Zahirul Hoque, Managing Director","Ward # 06, Chapra, Kalarpole, Patiya, Chattogram","Ward # 06, Chapra, Kalarpole, Patiya, Chattogram",031-2527322,"01713-124480, 01973124480",jamunaelastic@gmail.com,,"Sewing Thread, Elastic/Non Elastic Band, Drawstring/Draw Cord.",https://www.bgapmea.org/index.php/member/member_details/334
Bangladesh Haijinshun Packaging Co. Ltd.,2115,Active,"Song Shiliang, Chairman","Baniarchala, Bhabanipur, Gazipur Sadar PS, Gazipur-1700","Baniarchala, Bhabanipur, Gazipur Sadar PS, Gazipur-1700",01713570797,,seamtex.sales1@gmail.com,,"PP bag, PE Bag, PVC Bag, Toka, Hang Tag, Card Heads, Belts, PVC Film, Particles, Cardboard, Plastic Film, Four-Hole Clasps, Iron Clasps, Plastic Hooks, OPP Film/CPP Film",https://www.bgapmea.org/index.php/member/member_details/1740
Mitali Trims Ltd.,1793,Active,"Syed Abu Yousuf Abdullah, Managing Director","House # 19, Road # 22, Block-K, Banani, Dhaka-1213","Baherarchala, Mawna, Sreepur, Gazipur","8820200, 9892999, 9861197, 01711532592",9889998,"info@mitalifashions.net, abdullah@mitalifashions.net",,"Sewing Thread, Carton, Poly, Twill Tape, Drawstring",https://www.bgapmea.org/index.php/member/member_details/1432
Takwoa Accessories,1998,Active,"Md. Ashadul Sheikh, Proprietor","Board Bazar, National University, Gazipur Sadar, Gazipur","Board Bazar, National University, Gazipur Sadar, Gazipur",01711991814,,asad@takwoabd.com,,"Label, Elastic, Sewing Thread, Hang Tag, Back Board",https://www.bgapmea.org/index.php/member/member_details/1629
Raman Label BD. Ltd.,1109,Active,"Mr. Pawen Kumar Tyagi, Managing Director","191/B, Rehnam Regnum Centre, (4th floor), Tejgaon Gulshan link Road, Tejgaon, I/A, Dhaka","191/B, Rehnam Regnum Centre (4th floor), Tejgaon Gulshan link Road, Tejgaon, I/A, Dhaka","8878515, 8878979",,"pawan@nl7india.com, accounts@nl7-bd.com",,"Printed Label, Sticker, Hang Tag, Barcode, Printing Item etc.",https://www.bgapmea.org/index.php/member/member_details/494
Mats Packers (BD) Ltd.,728,Active,"Md. Mizanur Rahman Mia, Managing Director","Ward # 02, Block-C, Road # 5, House # 48, Razabari Old 26/27, Turag, Dhaka","26-27, Razabari, Nishatnagar, Turag, Dhaka","8981298, 8981668, 01715-253215",,matspackers.dhaka@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Collar Insert, Butterfly.",https://www.bgapmea.org/index.php/member/member_details/423
Oishee Accessories Limited.,1316,Active,"Mir Tahseen Ahmed , Managing Director","Siaam Tower,Level-05, Plot-15, Sector-3 Uttara, Dhaka","318/2, Dhirasram Bazar, Dhirasram, Gazipur","8933623, 01755659522",8913849,m.tahseen.ahmed@gmail.com,,"Corrugated Carton, Box, PP Bag, Hanger, Neck Board, Back Board, Gum tape",https://www.bgapmea.org/index.php/member/member_details/951
KST Packaging Industry,1289,Active,"Mrs. Sahida Parvin, Proprietor","12-13, Motijheel C/A, Dhaka","Kodompur, P.O Abdullahpur, P.s South Keraniganj, Dhaka",01971526871,,,,"Corrugated Carton, Back Board, Neck Board, Photo Card, Hang Tag, Price Tag, Butterfly, Tissue Paper etc.",https://www.bgapmea.org/index.php/member/member_details/924
Ema Printing & Packaging Ltd.,1333,Active,"Mohammad Mehadi Hasan , Chairman","Belishwar, Shah Belishwar-1800, Dhamrai, Dhaka","Belishwar, Shah Belishwar-1800, Dhamrai, Dhaka","01711044686, 01711207984",,emapackaging@gmail.com,,"Carton, Back Board, Neck Board, Hang Tag, Price Tag, Size Tag, Photo Inlay etc.",https://www.bgapmea.org/index.php/member/member_details/968
Ifath Packaging & Accessories Industries Ltd.,1710,Active,"Mr. Md. Salim Miah, Managing Director","Medona Tower (Level-9), 28 Mohakhali Commercial Area, Dhaka-1212","East Sadarpur, RS # 39-40, Ashulia, Dhaka","9611677157, 01615968098, 01745491249",,salim@lyricbd.com,,"Carton, Neck Board, Back Board, Top & Bottom Parts etc.",https://www.bgapmea.org/index.php/member/member_details/1344
Nordic Printing & Packaging,1440,Active,"Mir Musharraf Ali , CEO","19, RK Nandi Lane, Patuatuli, Dhaka-1100.","Holding # A-137/2, Thana Road, Dhakkin Para, Dhamrai, Dhaka-1350","01748474378, 01994328999, 01944543995",,nordicprinting@gmail.com,,Printing Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/1078
