Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
4 Point International Ltd.,1911,Active,"Mohammad Sadman, Managing Director","2861, FIDC Road, Chandgaon, Chattogram","2861, FIDC Road, Chandgaon, Chattogram",01675921995,,4pointinternational@gmail.com,,"Elastic, Drawstring, Draw Cord, Metal Draw Cord, Plastic tipping",https://www.bgapmea.org/index.php/member/member_details/1542
Colour Thread,1297,Active,"Anisur Rahman Jewel, Partner","202, College Road, Narayanganj-1400","202, College Road, Narayanganj-1400","7630436, 7643459,","7644710, 7644451",colour@dhaka.net,,Sewing Thread.,https://www.bgapmea.org/index.php/member/member_details/933
Fabian Multiplex Industries Ltd.,465,Active,"Saidul Islam , Director","Block# A, Plot# 4-5 (Part), BSCIC Industrial Area, Chattogram.","Block# A, Plot# 4-5 (Part), BSCIC Industrial Area, Chattogram.","031-2770093, 2770103 Cell: 01713124271",031-750629,saidul.fabian@fabiangroup.com,,Metal Button,https://www.bgapmea.org/index.php/member/member_details/223
AZ Packaging & Accessories Ltd.,959,Active,"Mr. Md.Habibur Rahman, Managing Director","4, Paity Main Road, Demra, Dhaka.","4, Paity Main Road, Demra, Dhaka.","7500229, 01731415437",7501943,azpseltd@yahoo.com,,"Master Carton, Inner Carton, Back Board.",https://www.bgapmea.org/index.php/member/member_details/85
Approach Accessories Ltd.,1709,Active,"Milon Kumar Ghosh, Director","52/A, Arambag (1st floor), Motijheel C/A, Dhaka","Plot # 160, Uttar Meitka, Shyampur Bazar, Hemayetpur, Savar, Dhaka","7191358, 01552493847",,"approach@dhaka.net, info@approach-bd.com",,"Various type of Label, Tang Tag, Barcode",https://www.bgapmea.org/index.php/member/member_details/1343
Blazon Tex International Limited,1863,Active,"Mohammad Razaul Hoque, Managing Director","Holding # H-386/3, Ward # 13, Kamar Basulia, Itahata, Basan, Gazipur","Holding # H-386/3, Ward # 13, Kamar Basulia, Itahata, Basan, Gazipur",01730056073,,shohel@blazontex.com,www.blazontex.com,"Offset Printing, Backboard, Neckboard, Label printing, Elastic, Non-Elastic, Drawsting",https://www.bgapmea.org/index.php/member/member_details/1497
Circle Packaging Industries,1204,Active,"Md. Quazi Zillur Rahman, Proprietor","173, Fakirapool (2nd & 3rd Floor), Dhaka-1000","Johorchanda, Ashulia, Savar, Dhaka.","7195860, 01911-361763",,"unique-circle@yahoo.com, ranauniquetds@gmail.com",,Corrugated Carton Box.,https://www.bgapmea.org/index.php/member/member_details/133
AM Packaging & Accessories Ltd.,1346,Active,"Abdul Baten , Managing Director","Malkha Diger Par. North Pahartali (AK Khan Moor), Pahartali, Chittagong","Malkha Diger Par. North Pahartali (AK Khan Moor), Pahartali, Chittagong",031-2583843,031-2580089,ampalctg@gmail.com,,"Corrugated carton, Bac Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag etc.",https://www.bgapmea.org/index.php/member/member_details/981
Clifton Garment Accessories Ind. Ltd.,462,Active,"Md. M. Mohi Uddin Chowdhury, Managing Director","4, Jubilee Road, Jiban Bima Bhaban, Chattogram","Plot # 9-10 B, FIDC Road, Kalurghat I/A, Chattogram","031-618056, 01819311224",031- 630764,"info@cliftongroupbd.com, mohiuddin@cliftongroupbd.com",,"Elastic/Non Elastic Band & Lace, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/138
Allion Accessories Ltd.,1736,Active,"Md. Abdul Wares, Managing Director","Imam Nagar, Bhatiary, Sitakunda, Chattogram","Imam Nagar, Bhatiary, Sitakunda, Chattogram","031-2515393, 01816307460, 01819391409",,allionaccessories@gmail.com,,"PP Bag, Back Board, Neck Board, Hang Tag, Price Tag, Gum Tape, Elastic Lace, Drawstring, Drawcord, Barcode, BOPP, Hanger",https://www.bgapmea.org/index.php/member/member_details/1375
Alpha Plastic & Packaging Ltd.,1359,Active,"Md. Ehsanul Habib , Chairman","Esquire Tower, 21, Shaheed Tajuddin Ahmed Sarani, Tejgaon I/A, Dhaka-1208","RS Dag No-427, Jamaldi, Gazaria, Munshigonj",09602333888,9139390,info.app@esquirebd.com,,"Hanger, Carton, Back Board, Poly Bag, Gum tape, Photo Inlay, Tissue Paper etc.",https://www.bgapmea.org/index.php/member/member_details/993
AR International,1529,Active,"Mr. Md. Ahtasur Rahman (Shanto) , Poprietor","177, Abdullahpur, Shikder Bari (Near AICHI Hospital)< Sector # 08, Uttara Model Town, Dhaka-1230","177, Abdullahpur, Shikder Bari (Near AICHI Hospital)< Sector # 08, Uttara Model Town, Dhaka-1230","01916858825, 01712536460",,"royalbdfashion@gmail.com, arintl.bd@hotmail.com",,Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1163
Dresscode Accessories Ltd.,1753,Active,"Monir Hossain, Managing Director","Shikalbaha, Ward No. 04, Karnafuli, Chattogram","Shikalbaha, Ward No. 04, Karnafuli, Chattogram",01786349045,,admin@dresscode-accessories.com,www.dresscode-accessories.com,"Poly Bag, Tang Tag, Price Tag, Barcode, Size Tag, Paper Band, Back Board, Back Board, Neck Board, Photo Inlay",https://www.bgapmea.org/index.php/member/member_details/1395
Eshana Nonwoven Fabrics (Ind.) Ltd.,1490,Active,"Maftun Haque , Managing Director","5/A Hossain Shah Road, Daulatpur, Khulna.","Pachuler Ghat (Teligati), City bypass Road, Khulna",01920999888,,maftun_haque@hotmail.com,,"PP Nonwoven Fabrics, Shopping Bag, Travel Bag, Blanket cover and Cushion Cover ec.",https://www.bgapmea.org/index.php/member/member_details/1124
Best Leather Accessories Industries,1824,Active,"Shahanaz Kamal, Proprietor","57/2, Flat # 3/A, Kakrail, Ramna, Dhaka-1313.","Kharakandi, Kolatia, Keraniganj, Dhaka-1313.",01715593937,,bestleather44@gmail.com,,"Artificial Leather Belt & Bag, Interlining, Twill Tape, Gum Tape, Eylet, Neck Board, Back Board",https://www.bgapmea.org/index.php/member/member_details/1460
Bangladesh Naxis Co. Ltd.,1803,Active,"Mr. Jamil Ahmed, Managing Director","ADD Emerald, 18/3, Flat # 1A, 1B & 1C, House # 18/3, Tallabagh, Sobhanbagh, Dhaka-1207","Jaigir, Dollah Bazar, Singair, Manikgonj-1820","+88 09606 232323, Mobile: 01713 010890",,"jamil.ahmed@britanniapackaging.com, farjana.akter@britanniapackaging.com",,RFID Security Tag,https://www.bgapmea.org/index.php/member/member_details/1441
Britannia Label BD. Ltd.,1129,Active,"Jamil Ahmed, Managing Director","ADD Emerald Height, Flat # 1A, 1B & 1C, House # 18/3, Tallabagh, Sobhanbagh, Dhaka-1207","Jaigir, Dollah Bazar, Singair, Manikgonj, Bangladesh","+8809606 232323, Cell: 01713 010890",,"jamil.ahmed@britanniapackaging.com, farjana.akter@britanniapackaging.com,",www.britanniapackaging.com,"Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag, Tissue Paper, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/118
Ecoverge Trims Limited,2087,Active,"Shahina Akther, Chairman","372, Burir Bazar, North Gazirchat, Ashulia, Dhaka","372, Burir Bazar, North Gazirchat, Ashulia, Dhaka",01711826099,,chairman@ecovergegroup.com,www.ecovergegroup.com,"Hang Tag, Waist Tag, Brand Tag, Price Tag, Back Board, Collar Board, Neck Board, Printed Care Label, Paper Patch, PU Patch, Price Sticker, Barcode Sticker, Leg Sticker, Tissue",https://www.bgapmea.org/index.php/member/member_details/1706
3A Accessories,2066,Active,"Mohammad Sekander Hossain, Managing Partner","BBC Steel Bhaban, South Shitalpur, Sitakunda, Chattogram","8 No. Ghatgor Road, Boro Kumira, Sitakunda, Chattogram",01730201489,,3aaccessories2023@gmail.com,,"Poly Bag, BOPP Bag, Back Board, Neck Board, Hang Tag, Gum Tape etc.",https://www.bgapmea.org/index.php/member/member_details/1688
Chitra Packaging,1420,Active,"Muhammad Kamrul Hassan, Proprietor","House# 18, Sector#06, Road# 06, Uttara Model Town, Dhaka","S.A/CS-135, RS-138, 339, Bagbari, Kashimpur, Gazipur.",01711056478,,chitrapackagingbd@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Collar Bone, Bar Code etc.",https://www.bgapmea.org/index.php/member/member_details/1058
Emaaj Accessories (BD) Ltd.,737,Active,"Aliur Rahman, Managing Director","837, Ibrahimpur, Kafrul, Dhaka","Jinjira, Birulia, Savar, Dhaka","9871885, 01716599701",9871885,emaaj4@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/199
Dominant Accessories Industries Ltd.,1227,Active,"Mr. Md. Yousuf Jashim, Managing Director","747, South Baipal, Ashulia, Savar, Dhaka.","747, South Baipal, Ashulia, Savar, Dhaka.",7788922 Cell: 01747162370,7788922,dominant.cpl@gmail.com,,"Carton Box, Back Board, Neck Board, Butterfly.",https://www.bgapmea.org/index.php/member/member_details/184
Bud Accessories,1123,Active,"Mr. Md. Rezaul Karim (Akash) , Proprietor","85, Dilkhushabag, MOndol Plaza (4th fl), Birulia Road, Savar, Dhaka-1340","120/5, South Rajashon, Savar, Dhaka-1340","7742399, 01720067367",7741386,budaccbd@gmail.com,,"Poly Bags, OPP Gum Tape, Elastic & Printed Ribon",https://www.bgapmea.org/index.php/member/member_details/120
Alif-Lam-Mim Printing Accessories Ltd.,1239,Active,"Mr. Tofazzal Hossain Minto, Chairman","Shubadda East Para, Chitakhola Road Ekoria, Keraniganj, Dhaka-1310","Shubadda East Para, Chitakhola Road Ekoria, Keraniganj, Dhaka-1310","01715657160, 01939889818",,minto.hissain.mh@gmail.com,,"Back Board, Neck Board, Collarbone, Barcode, Hang Tag, Size Tag, Price Tag, Tissue Paper, Printed Label, Gum Tape, Collar Insert, Butterfly etc.",https://www.bgapmea.org/index.php/member/member_details/878
Dada Bag Indutries Limited.,860,Active,"Sheikh Mohammed Abdul Wadud, Managing Director","Jamuna Future Park, Ka-244, Kuril, Progoti Sharani, Baridhara, Dhaka","Abder, Telehati, Join Bazar, Sreepur, Gazipur.","8416051-52, 01711564992",8416054,"info@dadagroup-bd.com, com_152@dadagroup-bd.com",www.dadagroup-bd.com,PP Woven Bag.,https://www.bgapmea.org/index.php/member/member_details/156
AMD Accessories Limited,1941,Active,"Md. Nazmul Hossain, Managing Director","Road # 14, House # 21, Sector-03, Uttara, Dhaka","RS. 358, Basaid, Ashulia, Savar, Dhaka-1341","01715656471, 01672741118",,sumonamd71@gmail.com,,Poly Bag,https://www.bgapmea.org/index.php/member/member_details/1592
Dynamic Zipper Industry Ltd.,1631,Active,"Mr. Hadiuzzaman , Managing Director","36/7, Flat 3/A, Central Road, Mirpur # 01, Dhaka","167, West Doshaid, Ashulia Dhaka",01716089867,,hadi.zab1982@gmail.com,,"Vislon, Metal, Nylon Zipper",https://www.bgapmea.org/index.php/member/member_details/1276
EJ Paper and Packaging Pvt. Ltd.,1708,Active,"Md. Enayet Ullah , Managing Director","Erectors House, 18 (Central Avenue) Kamal Ataturk Avenue, Banani C/A, Dhaka, Bangladesh.","Jamirdia, masterbari, Valuka, Mymenshingh.","01712113738, 880 02 8836763",,enayetullah_nrg@nrggroup-bd.com,,Paper & Packaging,https://www.bgapmea.org/index.php/member/member_details/1339
Creative Tape Industries Ltd.,963,Active,"Rubel Khan, Managing Director","Plot #-54 (1st Fl.), Road-4, Block-K, Section -2, Rupnagar I/A, Shialbari, Mirpur, Dhaka","Zabbar Sarker Road, Durgapur, Ashulia, Savar, Dhaka","9039206, 0189-226268, 01819214694, 01708517968",8020469,"rouf@creativetapeinds.com, rouf.creative@gmail.com",,"Elastic, Twill Tape.",https://www.bgapmea.org/index.php/member/member_details/151
Begh Plastic & Polymer Industries,837,Active,"Mr. Delwar Hossain, Begh Proprietor","215, Shahid Sayed Nazrul Islam Sarani Pritom Bhaban, Dhaka.","Plot #09, Shampur-Kadamtali Industrial Area, Dhaka.",9559010,9558831,"beghgroup@yahoo.com, info@begh.net",,"Printed Poly Bag, Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/99
Convince Zipper & Accessories Ltd.,512,Active,"Rafez Alam Chowdhury, Managing Director","Plot # 68-71, Block # K, Section # 2, Rupnagar, Mirpur, Dhaka","Plot # 68-71, Block # K, Section # 2, Rupnagar, Mirpur, Dhaka","9010603, 8010739",9010401,"czal@dhaka.net, rafezalam@yahoo.com",,Zipper,https://www.bgapmea.org/index.php/member/member_details/146
Baly Integrated Solutions Ltd.,1214,Active,"Md. Moniruzzaman, Chairman","A. H. Tower (11th floor), Plot # 56, Road # 02 Sector-3, Uttara, Dhaka-1230","Raj Fulbaria, Savar, Dhaka","8931846-7, 8932697-8, 01711529064, 01936005623","8932964, 8922832","balybd@bangla.net, balybd1@balybd.com",,"Plastic Hanger, Printed size ring, Thread Cones, Printed poly bags, Zip lock bags, Corrugated Cartons, Gum Tapes, Pet Preforms, Pet Bottles, PP Caps, Automative Battery Casing.",https://www.bgapmea.org/index.php/member/member_details/92
An-Noor Trims Industries,1577,Active,"Mohammad Jasim Uddin , Proprietor","12, DIT Extension (1st Floor), Alam Tower, Motijheel C/A, Dhaka.","860, West Bhuigar, Katubpur, Fatullah, Narayangongj.",Cel :018881 109566 9559893,,an-noortrims@gmail.com,,"Back Board, Photo inalay, Hang Tag, Elastic, poly, Label, Twile Tape, Drawstig, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/1208
Artisan Invention Ltd.,1952,Active,"Ahmed Amir Khasru, Managing Director","30 & 30/A, Road # 4, Kalwalapara, Mirpur-1, Dhaka-1216.","173/A/6, Uttar Chandpara, PS-Uttarkhan, Dhaka-1230",01819413956,,amirkhasru@artisaninvention.com,,"Drawstring/Drawcard, Twill Tape, Belt, Neck Tape, Piping, Woven Tape, Elastic, Tape, Adjustable Elastic, Finish Drawstring",https://www.bgapmea.org/index.php/member/member_details/1599
Baly Plastic Industries Limited,1296,Active,"Md. Moniruzzaman, Managing Director","A.H. Tower (11th Floor), Plot # 56, Road # 02, Sector # 03, Uttara, Dhaka.","Raj-Fullbaria, Savar, Dhaka",8931846-7,8932964,balybd@bangla.net,,"Hanger, Button, Butterfly, Plastic Clip, Interlining etc.",https://www.bgapmea.org/index.php/member/member_details/931
Corrg-Sheet Packaging Ind. Ltd.,415,Active,"Syed Mohammad Lokman, Managing Director","Plot-3, Mohora Industrial Area, Chandgaon, Chattogram.","Plot-3, Mohora Industrial Area, Chandgaon, Chattogram.","031-670525, 01998866680",,"corrogsheet_pil@yahoo.com espil@yahoo.com,",,"Corrugated Carton, Back Board, Neck Board, PVC Celluar Bag.",https://www.bgapmea.org/index.php/member/member_details/147
DB Trims Ltd.,1725,Active,"M.A. Rahim, Director","102, Green Road, Farmgate, Tejgaon, Dhaka-1215","Sardagonj, Kashimpur, Gazipur","9127574, 01711537965",8126876,"dblgroup@bol-online.com, commercial@ho, dbl-group.com, rahim@dbl-group.com",,Elastic,https://www.bgapmea.org/index.php/member/member_details/1364
Digifab Ltd.,1918,Active,"Nisar Ahmed, Managing Director","167/5, West Mudafa, Nishat Nagar, Tongi, Gazipur-1711","167/5, West Mudafa, Nishat Nagar, Tongi, Gazipur-1711",01713388766,,nisar@sagfashion.com,,Digital Print,https://www.bgapmea.org/index.php/member/member_details/1564
Bismillah Elastic & Accessories Co. Ltd.,1059,Active,"Mr. Md. Shamsul Alam, Managing Director","KA-51/4, Khan Monzil, Nadda, Baridhara Gulshan, Dhaka-1212","House # 56, Road # 02, Kamarpara, Bamnertak, Turag, Uttara, Dhaka-1230",01715-811594,,bismillah.accessories@gmail.com,,"Elastic, Cotton Tape, Belt & Tube, Sewing Threa",https://www.bgapmea.org/index.php/member/member_details/106
Advance Flexopack Industries,416,Active,"Md. Anwar Hossain, Proprietor","Section-11, Block-A, Road-8, Lane-2 House-7, Mirpur, Dhaka","Shiarchar, Fatullah, Narayangonj.",01711537851,9009302,info@advancegroupbd.com,,"Poly Bag, Bopp Bag, Plaric Hanger.",https://www.bgapmea.org/index.php/member/member_details/28
Classic Solution,1833,Active,"Md. Kefayet Ullah, Proprietor","Senbari Road, Customs Academy, Pahartoli, Chattogram","Senbari Road, Customs Academy, Pahartoli, Chattogram",01716432454,,"javed_mex@yahoo.com, classic_bd@yahoo.com",,"Printed Poly Bag, Back Board, Neck Board, Photo Inlay, Photo Board, Hanging Price Tag, Price Sticker, Barcode Sticker, Label, Tis",https://www.bgapmea.org/index.php/member/member_details/1470
A-Tex Label (BD) Ltd.,1718,Active,"Mohammad Kamrul Hassan, Chairman","House # 483 (4th floor, Lift-5), Road @ 8 (East Side), DOHS, Baridhara, Dhaka","Plot # 509, Sarkar Bari, Durgapur, Ashulia, Savar, Dhaka","841369, 01755501507",,"mahboob@a-texlabelbd.com, kamrul@a-texlabelbd.com",,Woven Label,https://www.bgapmea.org/index.php/member/member_details/1390
Bangladesh Longyi Industry Co. Ltd.,1843,Active,"Qin Shun Long, Chairman","House # 12 (4th floor), Road # 17, Sector # 10, Uttara, Dhaka-1230","Nalam, Mirjanagar, Ashulia, Savar, Dhaka-1344","02-8958105-6, 01745733634",,"bd@jslongyu.com, cx_fi@vip.163.com",www.jslongyu.com,"Plain Button, Snap Button, Metal Badge & Button",https://www.bgapmea.org/index.php/member/member_details/1480
Bengal Tex,1570,Active,"Md. Kamruzzaman , Proprietor","Holding # 7/1 (KA), Block-B, Ward-02, Mizmigi Dhakhin Para, Siddhirganj, Narayanganj","Holding # 7/1 (KA), Block-B, Ward-02, Mizmigi Dhakhin Para, Siddhirganj, Narayanganj","02 7192995, 01977140782, 017817140782",,jewel.btex@gmail.com,,"Master Carton, Inner Carton, Printing, Bac",https://www.bgapmea.org/index.php/member/member_details/1201
Dhaka Texmart Industries,1263,Active,"S.M. Shajahan , Proprietor","House- 791/1, West Kazipara, Mirpur, Dhaka","Dag # 15591, Plot # 77, 58/20, Fayedabad (North), Dakkhin Khan, Uttara, Dhaka",8052640,Nil,dhaka_texmart@yahoo.com,Nil,"Elastic, Non Elastic Band, Sewing Thread, Drawsting etc.",https://www.bgapmea.org/index.php/member/member_details/899
Colour King Printing Press,1060,Active,"Aurangazeb Khan, Proprietor","87, New Eskaton Road, Home Town Apartment (6th & 7th Floor), Block-A, Ramna, Dhaka","244, Uttar Badda, Satarkul Road, Badda, Dhaka","9337012, 01711699323",8313673,"commercial@colourkinggroup.com, auranga@bangla.net",www.colourkinggroup.com,"Product: Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/140
Best Way Zipper & Accessories,1362,Active,"Mr. Md. Jahangir Hossain , Proprietor","Room No: 1-2, House,79 (1st Floor), Block-A, New Airport Road, Banani, Dhaka","Gouripur, Ashulia, Savar, Dhaka",9884837,8818964,joyhssn@yahoo.com,,Nylon & Metal Zipper,https://www.bgapmea.org/index.php/member/member_details/1001
Fabian Industries Ltd.,453,Active,"Md. Tazul Islam, Managing Director","Plot No. B-18 (Part), Block # A, BSCIC I/E, Sagorika Rd., Chattogram","Plot No. B-18 (Part), Block # A, BSCIC I/E, Sagorika Rd., Chattogram","031-725794, 723976, 01711538696",710462,"taj@fabiangroup.com, fabian@fabiangroup.com",,"Zipper, Elastic.",https://www.bgapmea.org/index.php/member/member_details/222
Crystal Polytex Industries Ltd.,1867,Active,"Monsur M. Y. Chowdhury, Managing Director","Plot # 32, 33, 34, BSCIC I/Area, Kalurghat, Chattogram","Plot # 32, 33, 34, BSCIC I/Area, Kalurghat, Chattogram",01711748165,,taxcom.omar@gmail.com,,"Printed Poly Bag, Hanger, All kinds of Hang Tag, Photo Card, Poto Inlay, Back Board, Neck Board, Tissue Paper, Elastic/Non Elastic Band, Twill Tape",https://www.bgapmea.org/index.php/member/member_details/1500
Divine Trims Limited,1901,Active,"Mohammed Jahedul Alam, Chairman","140, Nasirabad I/Area, Baizid Bostami Road, Chattogram","140, Nasirabad I/Area, Baizid Bostami Road, Chattogram","01621370220, 01842031011",,"divinetrimsltd@gmail.com, jd.romel@gmail.com",,"Printed Poly Bag, Back Board, Neck Board etc.",https://www.bgapmea.org/index.php/member/member_details/1538
Boxes Corporation,1013,Active,"Mr. Awlad Hossain Chowdhury, Proprietor","25/6, Pallabi, Mirpur – 12, Dhaka-1216.","25/6, Pallabi, Mirpur – 12, Dhaka-1216.",9009913,9010888,boxesbd@gmail.com,boxesbd@gmail.com,Printed Poly Bag.,https://www.bgapmea.org/index.php/member/member_details/112
Baig Trimimg Ltd.,1660,Active,"Shamshul Haque Baig , Managing Director","Ward-31, Dirasrom, Gazipur City Corporation, Gazipur.","Ward-31, Dirasrom, Gazipur City Corporation, Gazipur.","01817036063, 01856436950",,shaaig4@baigtrimmingltd.com,www.baigtrimming.com,"Woven label, Printed label, Elastic, Twill Tape, Hang Tag etc",https://www.bgapmea.org/index.php/member/member_details/1252
Diamond Cartons & Garments Accessories Ltd.,854,Active,"Mr. Md. Showkat Sikder, Chairman","92, Kamarpara, Uttara, Dhaka","B.K Bari, Taltoli Bazar, Hotapara Gazipur Sadar, Gazipur","8956791, 8956458",,ndcpl@bdonline.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Price Tag, Photo Card/Board, Photo in lay, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/171
Arthy Trading Company,914,Active,"Ms. Tania Parveen, Proprietor","Industrial Plot # 94/3, Paler Para, Ward # 16, Bashon, Gazipur Sadar, Gazipur","Industrial Plot # 94/3, Paler Para, Ward # 16, Bashon, Gazipur Sadar, Gazipur","01713004218, 01819 212358",7218338,"mithu@gtlbd.com, arthy.tradingcompany@gmail.com",,"Carton, Poly Bag, Gum Tape, Label",https://www.bgapmea.org/index.php/member/member_details/72
Alif Alarm Tag Bangladesh,2113,Active,"Shahin Hossain, Managing Director","House #3, Road # 8, Block-3, Dhour, Turag PS, Dhaka-1230","House #3, Road # 8, Block-3, Dhour, Turag PS, Dhaka-1230",01926016488,,shahin_md@alifalarmtagbd.com,,"Security RFID Alarm Tag, Security RFID Level tag",https://www.bgapmea.org/index.php/member/member_details/1736
Concorde Knitting & Dyeing Industries Ltd.,1714,Active,"Md. Habib Ullah, Director","Civil Engineers Bhaban, 69, Mohakhali C/A, Dhaka","E-406, Konabari, Gazipur Sadar, Gazipur","09666778834, 09666779977, 01711540766",9893175,"hahib_u@standard-group.com, info@standard-group.com",,Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1351
Easy Accessories Company Limited,1226,Active,"Mr. M.A Motin, Managing Director","Plot # 13, Road # 10, Block-J, Eastern Housing Pallabi, Mirpur, Dhaka.","Plot # 13, Road # 10, Block-J, Eastern Housing Pallabi, Mirpur, Dhaka.",8061208,8061208,,,"Sewing Thread, Elastic/Non Elastic Band.",https://www.bgapmea.org/index.php/member/member_details/192
American & Efried (Bangladesh) Ltd.,1300,Active,"Angelo Leanage, Managing Director","Camellia Tower (4th Floor) Plot # 09, Road # 13, Sector # 04 Uttara Model Town, Dhaka-1230.","Plot # 659-660, 93, Islampur, Gazipur","7914850, 7914481, 7914564",7914806,info@amefird.com.bd,www.amefird.com,Sewing Thread.,https://www.bgapmea.org/index.php/member/member_details/936
Anchor Dyeing & Accessories Ltd.,384,Active,"Mr. Md. Abul Hossain, Managing Director","City Heart (8th Floor), 67, Naya Paltan, Dhaka","93, Naya Ati, Painadi, Shiddhirganj, Narayanganj","9342725, 9352085",9352335,anchorabtex@gmail.com,,"Polyester Sewing Thread, Elastic tape, Non Elastic Tape, Polyester Twill tape, Design Tape.",https://www.bgapmea.org/index.php/member/member_details/56
Bikalpo Accessories Co. Ltd.,2038,Active,"Md. Abdul Latiff, Director","House # 05 (5th floor), Flat # A6, Sonargaon Janopath Road, Sector-12, Uttara Model Town, Dhaka-1230","House # 70/3, Block-A, Road # 04, Kudabo (Singgartek), Pubail, Gazipur-1700",01711621407,,a.latif@bikalpo.com.bd,,"Plain Elastic, Woven Elastic, Twill Tape, Nonelastic Tape, Drowstring, Drowcord, Jaquard Elastic, Plain Poly Bag, PVC Poly Bag, BOPP Poly Bag, Printed Label, Back Board, Neck Board, Photo Inlay, Photo Card, Boxer, All Tags",https://www.bgapmea.org/index.php/member/member_details/1708
Bond Packaging & Accessories Ltd.,1686,Active,"Pulak Podder, Managing Director","House-17, Road -18, Sector-03, Flat-B2, Uttara, Dhaka-1230.","Jadurchar, Hemayetpur Savar, Dhaka-1340",01715229218,,pulak@eminencesourcing.com,,Carton,https://www.bgapmea.org/index.php/member/member_details/1333
Executive Trims Limited,1584,Active,"Mr. Moklasur Rahman Bhuiyan , Managing Dirctor","186, Shanta Western Tower, Tejgaon I/A, Dhaka-1208","Dhanua, Mawna Sreepur, Gazipur","8879120-3, 01819258888",,pinto@meghnaknit.com.bd,,Plastic hanger,https://www.bgapmea.org/index.php/member/member_details/1214
Aims Enterprise,1943,Active,"Md. Rana Uddin, Proprietor","Dag No. 1610, Chamurkhan, Uttarkhan, Uttara, Dhaka-1230","Dag No. 1610, Chamurkhan, Uttarkhan, Uttara, Dhaka-1230",01612845473,,"aimsrana05@yahoo.com, r.uddin@aimsbd.net",www.aimsbd.net,"Label, Price Tag, Hang Tag, Photo Card, Back Board, Drawstring, Drawcord",https://www.bgapmea.org/index.php/member/member_details/1583
Apparel Poly & Accessories,1481,Active,"Arif Hossain, Proprietor","60, South Bhatiari, Sitakunda, Chattogram","60, South Bhatiari, Sitakunda, Chattogram",01816558896,,apaarifctg@gmail.com,,"PP, LDPE, LLDPE Packages, Back Boad, Neck Board, Hung Tag, Price Tag, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/1115
Active Times BD Limited.,2019,Active,"Mst. Nargis Parvin, Managing Director","House # 6, Road # 2, Block # KA, Section # 6, Senpara Porbota, Mirpur-2, Dhaka-1216","Kakab, Birulia, Savar, Dhaka-1340",01817547177,,hadi@activetrimsbdltd.com,,"Sewing Thread, Twill Tape, Draw Cord, Jacquard Elastic Tape, Elastic Tape, Poly Bag, Back Board, Neck Board, Printed Hang Tag",https://www.bgapmea.org/index.php/member/member_details/1650
Asia Interlinings Ltd.,1454,Active,"Md. Hasan Karim , Managing Director","Lake Road Lane#14, House#220 (3rd Floor) New DOHS, Mohakhali , Dhaka-1230","Plot # 1135, Kalmeshar,, Gacha, Board Bazar, Gazipur, Bangladesh",":9885375, 01713032423",,"hasan@asiainterlinings.com, nfo@asiainterlinings.com",,"Woven and Non Woven Interlinings (100% Cotton, TC, Polyester/Tricon, Non Woven).",https://www.bgapmea.org/index.php/member/member_details/1091
Creative Packaging Industry,1168,Active,"Gowrango Paul, Operating Partner","House # 500, Road # 34, New DOHS, Mohakhali, Dhaka-1206","Vannara, Mouchak, Kaliakair, Gazipur.","Tel : 222282467, Cell: 01713081022, 01717291005",,"creativepack98@gmail.com, gowrango@creativepackbd.com",,"Corrugated Carton, Inner Carton, Shoe Box, Back Board, Neck Board & Printed Mono Box",https://www.bgapmea.org/index.php/member/member_details/150
Eunipack Limited,1571,Active,"Mr. Md. Mizanur Rahman , Managing Director","Chunkutia Chowdhury Para, Chairman Bari Road, Keranigonj, Dhaka-1310","Chunkutia Chowdhury Para, Chairman Bari Road, Keranigonj, Dhaka-1310",01715657160,,eunipack2017@gmail.com,,"Auto Card, Duplex Board, Carton Corrugated,",https://www.bgapmea.org/index.php/member/member_details/1202
Double Protection Paper & Packaging Ltd.,358,Active,"Mr. Muksedur Rahman, Managing Director","Plot-I-31-32-33, Avenue # 2, Mirpur-12, Dhaka",,01711-319597,,,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/188
